Academic Year,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,District Name,School Name,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Percent Eligible Free,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2022-2023,37,68338,6115331,San Diego,San Diego Unified,Marshall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,1317,141,0.1070615034168565,216,0.16400911161731208,1317,141,0.1070615034168565,216,0.16400911161731208,Y
2022-2023,37,68338,6115570,San Diego,San Diego Unified,Museum,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,0081,Directly funded,Y,K,8,222,56,0.25225225225225223,67,0.30180180180180183,222,56,0.25225225225225223,67,0.30180180180180183,Y
2022-2023,37,68338,6117279,San Diego,San Diego Unified,Holly Drive Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,0264,Directly funded,Y,K,8,99,81,0.8181818181818182,89,0.898989898989899,98,80,0.8163265306122449,88,0.8979591836734694,Y
2022-2023,37,68338,6117683,San Diego,San Diego Unified,High Tech Elementary Explorer,Unified School District,Elementary Schools (Public),Traditional,,Yes,0278,Directly funded,Y,K,5,376,140,0.3723404255319149,154,0.4095744680851064,376,140,0.3723404255319149,154,0.4095744680851064,Y
2022-2023,37,68338,6119135,San Diego,San Diego Unified,Scripps Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,742,54,0.07277628032345014,96,0.1293800539083558,721,52,0.07212205270457697,94,0.130374479889043,Y
2022-2023,37,68338,6119168,San Diego,San Diego Unified,San Diego Cooperative Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,0396,Directly funded,Y,K,8,428,176,0.411214953271028,215,0.5023364485981309,418,171,0.4090909090909091,210,0.5023923444976076,Y
2022-2023,37,68338,6119598,San Diego,San Diego Unified,King-Chavez Academy of Excellence,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,0420,Directly funded,Y,K,8,246,214,0.8699186991869918,237,0.9634146341463414,238,208,0.8739495798319328,230,0.9663865546218487,Y
2022-2023,37,68346,0000000,San Diego,San Dieguito Union High,District Office,High School District,,,,,,,,7,12,4,0,0,0,0,4,0,0,0,0,Y
2022-2023,37,68346,0000001,San Diego,San Dieguito Union High,"Nonpublic, Nonsectarian Schools",High School District,,,,,,,,,,22,3,0.13636363636363635,3,0.13636363636363635,15,3,0.2,3,0.2,Y
2022-2023,37,68346,0106328,San Diego,San Dieguito Union High,Canyon Crest Academy,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2336,190,0.08133561643835617,257,0.11001712328767123,2284,186,0.08143607705779335,251,0.10989492119089317,Y
2022-2023,37,68346,0131649,San Diego,San Dieguito Union High,Pacific Trails Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,919,76,0.08269858541893363,95,0.10337323177366703,919,76,0.08269858541893363,95,0.10337323177366703,Y
2022-2023,37,68346,3730033,San Diego,San Dieguito Union High,Torrey Pines High,High School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,9,12,2614,313,0.1197398622800306,416,0.15914307574598316,2549,305,0.1196547665751275,406,0.1592781482934484,Y
2022-2023,37,68346,3731007,San Diego,San Dieguito Union High,La Costa Canyon High,High School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,9,12,1642,193,0.11753958587088915,284,0.17295980511571254,1548,179,0.11563307493540052,268,0.1731266149870801,Y
2022-2023,37,68346,3737384,San Diego,San Dieguito Union High,Sunset High (Continuation),High School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,112,40,0.35714285714285715,45,0.4017857142857143,102,36,0.35294117647058826,41,0.4019607843137255,Y
2022-2023,37,68346,3737418,San Diego,San Dieguito Union High,San Dieguito HS Academy,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2089,336,0.16084250837721398,446,0.2134992819530876,2040,327,0.16029411764705884,435,0.21323529411764705,Y
2022-2023,37,68346,6059737,San Diego,San Dieguito Union High,Oak Crest Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,802,155,0.19326683291770574,189,0.23566084788029926,802,155,0.19326683291770574,189,0.23566084788029926,Y
2022-2023,37,68346,6061998,San Diego,San Dieguito Union High,Earl Warren Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,517,70,0.13539651837524178,88,0.1702127659574468,517,70,0.13539651837524178,88,0.1702127659574468,Y
2022-2023,37,68346,6104749,San Diego,San Dieguito Union High,Diegueno Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,790,95,0.12025316455696203,130,0.16455696202531644,790,95,0.12025316455696203,130,0.16455696202531644,Y
2022-2023,37,68346,6117352,San Diego,San Dieguito Union High,Carmel Valley Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,768,70,0.09114583333333333,96,0.125,768,70,0.09114583333333333,96,0.125,Y
2022-2023,37,68353,6040331,San Diego,San Pasqual Union Elementary,San Pasqual Union Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,486,113,0.23251028806584362,113,0.23251028806584362,478,112,0.23430962343096234,112,0.23430962343096234,Y
2022-2023,37,68361,0000001,San Diego,Santee,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,10,1,0.1,1,0.1,10,1,0.1,1,0.1,Y
2022-2023,37,68361,6040349,San Diego,Santee,Cajon Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,886,307,0.34650112866817157,349,0.3939051918735892,873,303,0.3470790378006873,344,0.3940435280641466,Y
2022-2023,37,68361,6040356,San Diego,Santee,Carlton Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,586,189,0.3225255972696246,217,0.3703071672354949,568,182,0.3204225352112676,209,0.36795774647887325,Y
2022-2023,37,68361,6040364,San Diego,Santee,Chet F. Harritt Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,603,229,0.37976782752902155,253,0.41956882255389716,587,225,0.3833049403747871,248,0.42248722316865417,Y
2022-2023,37,68361,6040372,San Diego,Santee,Pepper Drive Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,712,374,0.5252808988764045,398,0.5589887640449438,696,366,0.5258620689655172,390,0.5603448275862069,Y
2022-2023,37,68361,6040380,San Diego,Santee,PRIDE Academy at Prospect Avenue,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,564,241,0.42730496453900707,278,0.4929078014184397,552,237,0.42934782608695654,272,0.4927536231884058,Y
2022-2023,37,68361,6040406,San Diego,Santee,Sycamore Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,320,62,0.19375,71,0.221875,310,59,0.19032258064516128,68,0.21935483870967742,Y
2022-2023,37,68361,6068159,San Diego,Santee,Carlton Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,851,202,0.23736780258519388,227,0.26674500587544064,839,201,0.2395709177592372,226,0.2693682955899881,Y
2022-2023,37,68361,6085153,San Diego,Santee,Rio Seco Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,933,266,0.28510182207931406,299,0.3204715969989282,933,266,0.28510182207931406,299,0.3204715969989282,Y
2022-2023,37,68361,6085161,San Diego,Santee,Hill Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,663,200,0.30165912518853694,222,0.334841628959276,646,197,0.30495356037151705,219,0.33900928792569657,Y
2022-2023,37,68361,6111041,San Diego,Santee,Santee Alternative,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,8,19,7,0.3684210526315789,7,0.3684210526315789,19,7,0.3684210526315789,7,0.3684210526315789,Y
2022-2023,37,68361,6120190,San Diego,Santee,Santee Success Program,Elementary School District,District Community Day Schools,Community Day School,,No ,,,N,K,8,4,3,0.75,3,0.75,4,3,0.75,3,0.75,Y
2022-2023,37,68379,0000001,San Diego,San Ysidro Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,5,2,0.4,2,0.4,5,2,0.4,2,0.4,Y
2022-2023,37,68379,0123000,San Diego,San Ysidro Elementary,Willow Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,673,438,0.6508172362555721,438,0.6508172362555721,661,430,0.6505295007564297,430,0.6505295007564297,Y
2022-2023,37,68379,0137737,San Diego,San Ysidro Elementary,Vista Del Mar,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,555,198,0.3567567567567568,198,0.3567567567567568,555,198,0.3567567567567568,198,0.3567567567567568,Y
2022-2023,37,68379,6085146,San Diego,San Ysidro Elementary,Smythe Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,578,388,0.671280276816609,388,0.671280276816609,578,388,0.671280276816609,388,0.671280276816609,Y
2022-2023,37,68379,6089007,San Diego,San Ysidro Elementary,La Mirada Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,409,270,0.6601466992665037,271,0.6625916870415648,385,256,0.6649350649350649,257,0.6675324675324675,Y
2022-2023,37,68379,6093264,San Diego,San Ysidro Elementary,Sunset Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,546,336,0.6153846153846154,336,0.6153846153846154,546,336,0.6153846153846154,336,0.6153846153846154,Y
2022-2023,37,68379,6098453,San Diego,San Ysidro Elementary,San Ysidro Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,531,331,0.623352165725047,331,0.623352165725047,531,331,0.623352165725047,331,0.623352165725047,Y
2022-2023,37,68379,6119341,San Diego,San Ysidro Elementary,Ocean View Hills,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,5,963,309,0.32087227414330216,309,0.32087227414330216,934,303,0.32441113490364026,303,0.32441113490364026,Y
2022-2023,37,68387,0000001,San Diego,Solana Beach Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,Y
2022-2023,37,68387,0105825,San Diego,Solana Beach Elementary,Solana Pacific Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,4,6,438,35,0.07990867579908675,51,0.11643835616438356,438,35,0.07990867579908675,51,0.11643835616438356,Y
2022-2023,37,68387,0129049,San Diego,Solana Beach Elementary,Solana Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,514,17,0.033073929961089495,32,0.0622568093385214,514,17,0.033073929961089495,32,0.0622568093385214,Y
2022-2023,37,68387,6040455,San Diego,Solana Beach Elementary,Skyline Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,427,48,0.11241217798594848,68,0.1592505854800937,427,48,0.11241217798594848,68,0.1592505854800937,Y
2022-2023,37,68387,6070882,San Diego,Solana Beach Elementary,Solana Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,3,281,59,0.2099644128113879,73,0.2597864768683274,281,59,0.2099644128113879,73,0.2597864768683274,Y
2022-2023,37,68387,6106140,San Diego,Solana Beach Elementary,Solana Highlands Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,373,22,0.058981233243967826,36,0.09651474530831099,373,22,0.058981233243967826,36,0.09651474530831099,Y
2022-2023,37,68387,6111181,San Diego,Solana Beach Elementary,Solana Santa Fe Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,327,26,0.07951070336391437,40,0.12232415902140673,327,26,0.07951070336391437,40,0.12232415902140673,Y
2022-2023,37,68387,6112353,San Diego,Solana Beach Elementary,Carmel Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,3,361,23,0.06371191135734072,43,0.11911357340720222,361,23,0.06371191135734072,43,0.11911357340720222,Y
2022-2023,37,68395,0000001,San Diego,South Bay Union,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,Y
2022-2023,37,68395,0140327,San Diego,South Bay Union,SBUSD Virtual Academy,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,131,75,0.5725190839694656,77,0.5877862595419847,131,75,0.5725190839694656,77,0.5877862595419847,Y
2022-2023,37,68395,6040463,San Diego,South Bay Union,Bayside STEAM Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,410,268,0.6536585365853659,290,0.7073170731707317,397,262,0.6599496221662469,284,0.7153652392947103,Y
2022-2023,37,68395,6040471,San Diego,South Bay Union,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,395,262,0.6632911392405063,289,0.7316455696202532,385,259,0.6727272727272727,286,0.7428571428571429,Y
2022-2023,37,68395,6040489,San Diego,South Bay Union,Emory Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,384,212,0.5520833333333334,245,0.6380208333333334,374,205,0.5481283422459893,238,0.6363636363636364,Y
2022-2023,37,68395,6040505,San Diego,South Bay Union,Imperial Beach Charter,Elementary School District,Elementary Schools (Public),Traditional,CEP,Yes,1418,Locally funded,N,K,8,788,397,0.5038071065989848,442,0.5609137055837563,771,389,0.5045395590142672,433,0.5616083009079118,Y
2022-2023,37,68395,6040513,San Diego,South Bay Union,Nestor Language Academy Charter,Elementary School District,Elementary Schools (Public),Traditional,CEP,Yes,1252,Locally funded,N,K,8,1036,452,0.4362934362934363,549,0.5299227799227799,1022,447,0.43737769080234834,544,0.5322896281800391,Y
2022-2023,37,68395,6040521,San Diego,South Bay Union,Oneonta Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,387,224,0.5788113695090439,246,0.6356589147286822,376,218,0.5797872340425532,239,0.6356382978723404,Y
2022-2023,37,68395,6040539,San Diego,South Bay Union,Sunnyslope Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,387,206,0.5322997416020672,212,0.5478036175710594,387,206,0.5322997416020672,212,0.5478036175710594,Y
2022-2023,37,68395,6067029,San Diego,South Bay Union,Godfrey G. Berry Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,334,230,0.688622754491018,252,0.7544910179640718,322,225,0.6987577639751553,246,0.7639751552795031,Y
2022-2023,37,68395,6094973,San Diego,South Bay Union,Howard Pence Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,495,328,0.6626262626262627,368,0.7434343434343434,481,321,0.6673596673596673,361,0.7505197505197505,Y
2022-2023,37,68395,6098487,San Diego,South Bay Union,George Nicoloff Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,578,367,0.6349480968858131,421,0.7283737024221453,553,353,0.6383363471971067,407,0.7359855334538878,Y
2022-2023,37,68395,6116008,San Diego,South Bay Union,Teofilo Mendoza,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,531,334,0.6290018832391714,379,0.7137476459510358,518,323,0.6235521235521235,368,0.7104247104247104,Y
2022-2023,37,68403,0125401,San Diego,Spencer Valley Elementary,Insight @ San Diego,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1371,Directly funded,Y,K,12,143,81,0.5664335664335665,93,0.6503496503496503,118,61,0.5169491525423728,73,0.6186440677966102,Y
2022-2023,37,68403,6040554,San Diego,Spencer Valley Elementary,Spencer Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,44,17,0.38636363636363635,19,0.4318181818181818,42,17,0.40476190476190477,19,0.4523809523809524,Y
2022-2023,37,68403,6120893,San Diego,Spencer Valley Elementary,California Virtual Academy @ San Diego,Elementary School District,K-12 Schools (Public),Traditional,,Yes,0493,Directly funded,Y,K,12,3294,1820,0.5525197328476017,2100,0.6375227686703097,3217,1781,0.5536213863848306,2053,0.6381722101336649,Y
2022-2023,37,68411,0000000,San Diego,Sweetwater Union High,District Office,High School District,,,,,,,,K,Adult,668,372,0.5568862275449101,375,0.561377245508982,574,324,0.5644599303135889,326,0.5679442508710801,Y
2022-2023,37,68411,0000001,San Diego,Sweetwater Union High,"Nonpublic, Nonsectarian Schools",High School District,,,,,,,,,,69,21,0.30434782608695654,22,0.3188405797101449,47,14,0.2978723404255319,14,0.2978723404255319,Y
2022-2023,37,68411,0111831,San Diego,Sweetwater Union High,Olympian High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2341,502,0.21443827424177703,592,0.25288338316958564,2314,497,0.21477960242005187,586,0.25324114088159033,Y
2022-2023,37,68411,0115873,San Diego,Sweetwater Union High,East Hills Academy,High School District,Special Education Schools (Public),Special Education School,,No ,,,N,7,12,60,24,0.4,26,0.43333333333333335,33,17,0.5151515151515151,18,0.5454545454545454,Y
2022-2023,37,68411,0126086,San Diego,Sweetwater Union High,Hawking S.T.E.A.M. Charter,High School District,K-12 Schools (Public),Traditional,CEP,Yes,1407,Directly funded,Y,K,12,1297,753,0.5805705474171164,866,0.6676946800308404,1262,741,0.5871632329635499,848,0.6719492868462758,Y
2022-2023,37,68411,0140939,San Diego,Sweetwater Union High,Launch Virtual Academy,High School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,7,12,577,289,0.5008665511265165,295,0.511265164644714,563,281,0.4991119005328597,287,0.5097690941385435,Y
2022-2023,37,68411,3730124,San Diego,Sweetwater Union High,Southwest Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1645,1292,0.7854103343465045,1451,0.8820668693009118,1607,1258,0.7828251400124455,1415,0.880522713130056,Y
2022-2023,37,68411,3730405,San Diego,Sweetwater Union High,Bonita Vista Senior High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2140,650,0.3037383177570093,740,0.34579439252336447,2072,623,0.30067567567567566,711,0.34314671814671815,Y
2022-2023,37,68411,3730801,San Diego,Sweetwater Union High,Castle Park Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1433,1003,0.6999302163293789,1158,0.8080949057920447,1381,965,0.6987690079652426,1116,0.8081100651701666,Y
2022-2023,37,68411,3730843,San Diego,Sweetwater Union High,Eastlake High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2783,544,0.19547251167804527,597,0.21451670858785482,2728,531,0.19464809384164222,583,0.21370967741935484,Y
2022-2023,37,68411,3731064,San Diego,Sweetwater Union High,Chula Vista Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2053,1367,0.665854846566001,1574,0.76668290306868,2002,1340,0.6693306693306693,1543,0.7707292707292708,Y
2022-2023,37,68411,3731155,San Diego,Sweetwater Union High,Options Secondary,High School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,,,N,7,12,79,49,0.620253164556962,50,0.6329113924050633,79,49,0.620253164556962,50,0.6329113924050633,Y
2022-2023,37,68411,3731304,San Diego,Sweetwater Union High,MAAC Community Charter,High School District,High Schools (Public),Traditional,CEP,Yes,0303,Directly funded,Y,9,12,236,184,0.7796610169491526,209,0.885593220338983,157,127,0.8089171974522293,142,0.9044585987261147,Y
2022-2023,37,68411,3731460,San Diego,Sweetwater Union High,Alta Vista Academy,High School District,District Community Day Schools,Community Day School,,No ,,,N,7,12,33,27,0.8181818181818182,27,0.8181818181818182,33,27,0.8181818181818182,27,0.8181818181818182,Y
2022-2023,37,68411,3731502,San Diego,Sweetwater Union High,San Ysidro High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2316,1558,0.6727115716753023,1798,0.7763385146804835,2232,1498,0.671146953405018,1730,0.775089605734767,Y
2022-2023,37,68411,3731627,San Diego,Sweetwater Union High,Otay Ranch Senior High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,2491,664,0.26655961461260536,784,0.3147330389401847,2440,648,0.26557377049180325,766,0.3139344262295082,Y
2022-2023,37,68411,3732047,San Diego,Sweetwater Union High,Palomar High,High School District,Continuation High Schools,Continuation School,CEP,No ,,,N,7,12,234,176,0.7521367521367521,189,0.8076923076923077,169,133,0.7869822485207101,143,0.8461538461538461,Y
2022-2023,37,68411,3732849,San Diego,Sweetwater Union High,Hilltop Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1885,1141,0.6053050397877984,1360,0.7214854111405835,1853,1122,0.6055045871559633,1339,0.7226119805720453,Y
2022-2023,37,68411,3733953,San Diego,Sweetwater Union High,Mar Vista Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1376,949,0.6896802325581395,1068,0.7761627906976745,1342,926,0.6900149031296572,1043,0.7771982116244411,Y
2022-2023,37,68411,3738226,San Diego,Sweetwater Union High,Sweetwater High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2679,2097,0.7827547592385219,2380,0.8883911907428145,2540,1992,0.784251968503937,2262,0.8905511811023622,Y
2022-2023,37,68411,3738234,San Diego,Sweetwater Union High,Montgomery Senior High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1745,1205,0.6905444126074498,1404,0.8045845272206303,1704,1178,0.6913145539906104,1373,0.8057511737089202,Y
2022-2023,37,68411,6059745,San Diego,Sweetwater Union High,Bonita Vista Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,839,292,0.34803337306317045,325,0.3873659117997616,839,292,0.34803337306317045,325,0.3873659117997616,Y
2022-2023,37,68411,6059752,San Diego,Sweetwater Union High,Castle Park Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,724,521,0.7196132596685083,581,0.8024861878453039,724,521,0.7196132596685083,581,0.8024861878453039,Y
2022-2023,37,68411,6059760,San Diego,Sweetwater Union High,Chula Vista Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,638,429,0.6724137931034483,464,0.7272727272727273,638,429,0.6724137931034483,464,0.7272727272727273,Y
2022-2023,37,68411,6059778,San Diego,Sweetwater Union High,Granger Junior High,High School District,Junior High Schools (Public),Traditional,CEP,No ,,,N,7,9,794,595,0.7493702770780857,664,0.836272040302267,794,595,0.7493702770780857,664,0.836272040302267,Y
2022-2023,37,68411,6059786,San Diego,Sweetwater Union High,Mar Vista Academy,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,552,412,0.7463768115942029,475,0.8605072463768116,552,412,0.7463768115942029,475,0.8605072463768116,Y
2022-2023,37,68411,6059794,San Diego,Sweetwater Union High,National City Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,698,589,0.8438395415472779,649,0.9297994269340975,698,589,0.8438395415472779,649,0.9297994269340975,Y
2022-2023,37,68411,6062004,San Diego,Sweetwater Union High,Hilltop Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,869,524,0.6029919447640967,613,0.7054085155350979,869,524,0.6029919447640967,613,0.7054085155350979,Y
2022-2023,37,68411,6062012,San Diego,Sweetwater Union High,Southwest Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,441,318,0.7210884353741497,345,0.782312925170068,441,318,0.7210884353741497,345,0.782312925170068,Y
2022-2023,37,68411,6070890,San Diego,Sweetwater Union High,Montgomery Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,730,514,0.7041095890410959,596,0.8164383561643835,730,514,0.7041095890410959,596,0.8164383561643835,Y
2022-2023,37,68411,6114276,San Diego,Sweetwater Union High,Rancho del Rey Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,1606,360,0.22415940224159403,404,0.25155666251556663,1606,360,0.22415940224159403,404,0.25155666251556663,Y
2022-2023,37,68411,6120968,San Diego,Sweetwater Union High,Eastlake Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,1611,378,0.2346368715083799,420,0.260707635009311,1611,378,0.2346368715083799,420,0.260707635009311,Y
2022-2023,37,68437,6040562,San Diego,Vallecitos Elementary,Vallecitos Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,No ,,,N,K,8,188,141,0.75,151,0.8031914893617021,177,134,0.7570621468926554,144,0.8135593220338984,Y
2022-2023,37,68452,0000001,San Diego,Vista Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,24,11,0.4583333333333333,11,0.4583333333333333,22,11,0.5,11,0.5,Y
2022-2023,37,68452,0100925,San Diego,Vista Unified,T.H.E Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,592,293,0.49493243243243246,384,0.6486486486486487,573,286,0.49912739965095987,372,0.6492146596858639,Y
2022-2023,37,68452,0100933,San Diego,Vista Unified,Hannalei Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,464,312,0.6724137931034483,370,0.7974137931034483,449,307,0.6837416481069042,361,0.8040089086859689,Y
2022-2023,37,68452,0105882,San Diego,Vista Unified,Foothill Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,489,389,0.7955010224948875,431,0.8813905930470347,473,380,0.8033826638477801,421,0.8900634249471459,Y
2022-2023,37,68452,0106120,San Diego,Vista Unified,SIATech,Unified School District,High Schools (Public),Traditional,,Yes,0627,Directly funded,Y,10,12,743,643,0.8654104979811574,672,0.9044414535666218,238,205,0.8613445378151261,211,0.8865546218487395,Y
2022-2023,37,68452,0111237,San Diego,Vista Unified,Maryland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,478,393,0.8221757322175732,430,0.899581589958159,459,380,0.8278867102396514,413,0.8997821350762527,Y
2022-2023,37,68452,0114264,San Diego,Vista Unified,North County Trade Tech High,Unified School District,High Schools (Public),Traditional,,Yes,0884,Directly funded,Y,9,12,173,80,0.4624277456647399,86,0.49710982658959535,172,80,0.46511627906976744,86,0.5,Y
2022-2023,37,68452,0114637,San Diego,Vista Unified,"Vista Magnet Middle School of Technology, Science, and Math",Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,819,461,0.5628815628815629,538,0.6568986568986569,819,461,0.5628815628815629,538,0.6568986568986569,Y
2022-2023,37,68452,0115451,San Diego,Vista Unified,Major General Raymond Murray High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,10,12,230,174,0.7565217391304347,184,0.8,191,144,0.7539267015706806,154,0.806282722513089,Y
2022-2023,37,68452,0118430,San Diego,Vista Unified,Mission Vista High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,,,N,9,12,1640,423,0.2579268292682927,602,0.3670731707317073,1623,421,0.25939617991374,599,0.3690696241528035,Y
